onset	duration	trial_type	value	sample	attend	chapter
128.3927	64.0	Stimulus/S  1	1	1283927	Female	0
128.3928	64.0	Stimulus/S  4	4	1283928	Female	0
128.3929	64.0	Stimulus/S  4	4	1283929	Female	0
128.393	64.0	Stimulus/S  4	4	1283930	Female	0
128.3931	64.0	Stimulus/S  4	4	1283931	Female	0
128.3932	64.0	Stimulus/S  4	4	1283932	Female	0
128.3933	64.0	Stimulus/S  4	4	1283933	Female	0
128.3934	64.0	Stimulus/S  4	4	1283934	Female	0
192.3734	64.0	Stimulus/S  2	2	1923734	Female	0
208.3576	64.0	Stimulus/S  1	1	2083576	Female	1
208.3577	64.0	Stimulus/S  4	4	2083577	Female	1
208.3578	64.0	Stimulus/S  4	4	2083578	Female	1
208.3579	64.0	Stimulus/S  4	4	2083579	Female	1
208.358	64.0	Stimulus/S  4	4	2083580	Female	1
208.3581	64.0	Stimulus/S  4	4	2083581	Female	1
208.3582	64.0	Stimulus/S  4	4	2083582	Female	1
208.3583	64.0	Stimulus/S  8	8	2083583	Female	1
272.3384	64.0	Stimulus/S  2	2	2723384	Female	1
287.5886	64.0	Stimulus/S  1	1	2875886	Male	0
287.5887	64.0	Stimulus/S  8	8	2875887	Male	0
287.5888	64.0	Stimulus/S  4	4	2875888	Male	0
287.5889	64.0	Stimulus/S  4	4	2875889	Male	0
287.589	64.0	Stimulus/S  4	4	2875890	Male	0
287.5891	64.0	Stimulus/S  4	4	2875891	Male	0
287.5892	64.0	Stimulus/S  4	4	2875892	Male	0
287.5893	64.0	Stimulus/S  4	4	2875893	Male	0
351.5693	64.0	Stimulus/S  2	2	3515693	Male	0
364.5654	64.0	Stimulus/S  1	1	3645654	Male	1
364.5655	64.0	Stimulus/S  8	8	3645655	Male	1
364.5656	64.0	Stimulus/S  4	4	3645656	Male	1
364.5657	64.0	Stimulus/S  4	4	3645657	Male	1
364.5658	64.0	Stimulus/S  4	4	3645658	Male	1
364.5659	64.0	Stimulus/S  4	4	3645659	Male	1
364.566	64.0	Stimulus/S  4	4	3645660	Male	1
364.5661	64.0	Stimulus/S  8	8	3645661	Male	1
428.5462	64.0	Stimulus/S  2	2	4285462	Male	1
448.5564	64.0	Stimulus/S  1	1	4485564	Male	2
448.5565	64.0	Stimulus/S  8	8	4485565	Male	2
448.5566	64.0	Stimulus/S  4	4	4485566	Male	2
448.5567	64.0	Stimulus/S  4	4	4485567	Male	2
448.5568	64.0	Stimulus/S  4	4	4485568	Male	2
448.5569	64.0	Stimulus/S  4	4	4485569	Male	2
448.557	64.0	Stimulus/S  8	8	4485570	Male	2
448.5571	64.0	Stimulus/S  4	4	4485571	Male	2
512.5372	64.0	Stimulus/S  2	2	5125372	Male	2
531.5074	64.0	Stimulus/S  1	1	5315074	Male	3
531.5075	64.0	Stimulus/S  8	8	5315075	Male	3
531.5076	64.0	Stimulus/S  4	4	5315076	Male	3
531.5077	64.0	Stimulus/S  4	4	5315077	Male	3
531.5078	64.0	Stimulus/S  4	4	5315078	Male	3
531.5079	64.0	Stimulus/S  4	4	5315079	Male	3
531.508	64.0	Stimulus/S  8	8	5315080	Male	3
531.5081	64.0	Stimulus/S  8	8	5315081	Male	3
595.4881	64.0	Stimulus/S  2	2	5954881	Male	3
613.2703	64.0	Stimulus/S  1	1	6132703	Female	2
613.2704	64.0	Stimulus/S  4	4	6132704	Female	2
613.2705	64.0	Stimulus/S  4	4	6132705	Female	2
613.2706	64.0	Stimulus/S  4	4	6132706	Female	2
613.2707	64.0	Stimulus/S  4	4	6132707	Female	2
613.2708	64.0	Stimulus/S  4	4	6132708	Female	2
613.2709	64.0	Stimulus/S  8	8	6132709	Female	2
