onset	duration	trial_type	value	sample	attend	chapter
59.25	64.0	Stimulus/S  1	1	59250	Female	0
59.251	64.0	Stimulus/S  4	4	59251	Female	0
59.252	64.0	Stimulus/S  4	4	59252	Female	0
59.253	64.0	Stimulus/S  4	4	59253	Female	0
59.254	64.0	Stimulus/S  4	4	59254	Female	0
59.255	64.0	Stimulus/S  4	4	59255	Female	0
59.256	64.0	Stimulus/S  4	4	59256	Female	0
59.257	64.0	Stimulus/S  4	4	59257	Female	0
123.231	64.0	Stimulus/S  2	2	123231	Female	0
145.407	64.0	Stimulus/S  1	1	145407	Female	1
145.408	64.0	Stimulus/S  4	4	145408	Female	1
145.409	64.0	Stimulus/S  4	4	145409	Female	1
145.41	64.0	Stimulus/S  4	4	145410	Female	1
145.411	64.0	Stimulus/S  4	4	145411	Female	1
145.412	64.0	Stimulus/S  4	4	145412	Female	1
145.413	64.0	Stimulus/S  4	4	145413	Female	1
145.414	64.0	Stimulus/S  8	8	145414	Female	1
209.388	64.0	Stimulus/S  2	2	209388	Female	1
232.442	64.0	Stimulus/S  1	1	232442	Male	0
232.443	64.0	Stimulus/S  8	8	232443	Male	0
232.444	64.0	Stimulus/S  4	4	232444	Male	0
232.445	64.0	Stimulus/S  4	4	232445	Male	0
232.446	64.0	Stimulus/S  4	4	232446	Male	0
232.447	64.0	Stimulus/S  4	4	232447	Male	0
232.448	64.0	Stimulus/S  4	4	232448	Male	0
232.449	64.0	Stimulus/S  4	4	232449	Male	0
296.423	64.0	Stimulus/S  2	2	296423	Male	0
318.001	64.0	Stimulus/S  1	1	318001	Male	1
318.002	64.0	Stimulus/S  8	8	318002	Male	1
318.003	64.0	Stimulus/S  4	4	318003	Male	1
318.004	64.0	Stimulus/S  4	4	318004	Male	1
318.005	64.0	Stimulus/S  4	4	318005	Male	1
318.006	64.0	Stimulus/S  4	4	318006	Male	1
318.007	64.0	Stimulus/S  4	4	318007	Male	1
318.008	64.0	Stimulus/S  8	8	318008	Male	1
381.982	64.0	Stimulus/S  2	2	381982	Male	1
401.84	64.0	Stimulus/S  1	1	401840	Male	2
401.841	64.0	Stimulus/S  8	8	401841	Male	2
401.842	64.0	Stimulus/S  4	4	401842	Male	2
401.843	64.0	Stimulus/S  4	4	401843	Male	2
401.844	64.0	Stimulus/S  4	4	401844	Male	2
401.845	64.0	Stimulus/S  4	4	401845	Male	2
401.846	64.0	Stimulus/S  8	8	401846	Male	2
401.847	64.0	Stimulus/S  4	4	401847	Male	2
465.821	64.0	Stimulus/S  2	2	465821	Male	2
495.983	64.0	Stimulus/S  1	1	495983	Male	3
495.984	64.0	Stimulus/S  8	8	495984	Male	3
495.985	64.0	Stimulus/S  4	4	495985	Male	3
495.986	64.0	Stimulus/S  4	4	495986	Male	3
495.987	64.0	Stimulus/S  4	4	495987	Male	3
495.988	64.0	Stimulus/S  4	4	495988	Male	3
495.989	64.0	Stimulus/S  8	8	495989	Male	3
495.99	64.0	Stimulus/S  8	8	495990	Male	3
559.964	64.0	Stimulus/S  2	2	559964	Male	3
574.91	64.0	Stimulus/S  1	1	574910	Female	2
574.911	64.0	Stimulus/S  4	4	574911	Female	2
574.912	64.0	Stimulus/S  4	4	574912	Female	2
574.913	64.0	Stimulus/S  4	4	574913	Female	2
574.914	64.0	Stimulus/S  4	4	574914	Female	2
574.915	64.0	Stimulus/S  4	4	574915	Female	2
574.916	64.0	Stimulus/S  8	8	574916	Female	2
574.917	64.0	Stimulus/S  4	4	574917	Female	2
638.891	64.0	Stimulus/S  2	2	638891	Female	2
670.329	64.0	Stimulus/S  1	1	670329	Female	3
670.33	64.0	Stimulus/S  4	4	670330	Female	3
670.331	64.0	Stimulus/S  4	4	670331	Female	3
670.332	64.0	Stimulus/S  4	4	670332	Female	3
670.333	64.0	Stimulus/S  4	4	670333	Female	3
670.334	64.0	Stimulus/S  4	4	670334	Female	3
670.335	64.0	Stimulus/S  8	8	670335	Female	3
670.336	64.0	Stimulus/S  8	8	670336	Female	3
734.31	64.0	Stimulus/S  2	2	734310	Female	3
756.026	64.0	Stimulus/S  1	1	756026	Female	4
756.027	64.0	Stimulus/S  4	4	756027	Female	4
756.028	64.0	Stimulus/S  4	4	756028	Female	4
756.029	64.0	Stimulus/S  4	4	756029	Female	4
756.03	64.0	Stimulus/S  4	4	756030	Female	4
756.031	64.0	Stimulus/S  8	8	756031	Female	4
