onset	duration	trial_type	value	sample	attend	chapter
25.822	64.0	Stimulus/S  1	1	25822	Female	0
25.823	64.0	Stimulus/S  4	4	25823	Female	0
25.824	64.0	Stimulus/S  4	4	25824	Female	0
25.825	64.0	Stimulus/S  4	4	25825	Female	0
25.826	64.0	Stimulus/S  4	4	25826	Female	0
25.827	64.0	Stimulus/S  4	4	25827	Female	0
25.828	64.0	Stimulus/S  4	4	25828	Female	0
25.829	64.0	Stimulus/S  4	4	25829	Female	0
89.804	64.0	Stimulus/S  2	2	89804	Female	0
108.45	64.0	Stimulus/S  1	1	108450	Female	1
108.451	64.0	Stimulus/S  4	4	108451	Female	1
108.452	64.0	Stimulus/S  4	4	108452	Female	1
108.453	64.0	Stimulus/S  4	4	108453	Female	1
108.454	64.0	Stimulus/S  4	4	108454	Female	1
108.455	64.0	Stimulus/S  4	4	108455	Female	1
108.456	64.0	Stimulus/S  4	4	108456	Female	1
108.457	64.0	Stimulus/S  8	8	108457	Female	1
172.432	64.0	Stimulus/S  2	2	172432	Female	1
200.392	64.0	Stimulus/S  1	1	200392	Male	0
200.393	64.0	Stimulus/S  8	8	200393	Male	0
200.394	64.0	Stimulus/S  4	4	200394	Male	0
200.395	64.0	Stimulus/S  4	4	200395	Male	0
200.396	64.0	Stimulus/S  4	4	200396	Male	0
200.397	64.0	Stimulus/S  4	4	200397	Male	0
200.398	64.0	Stimulus/S  4	4	200398	Male	0
200.399	64.0	Stimulus/S  4	4	200399	Male	0
264.374	64.0	Stimulus/S  2	2	264374	Male	0
281.916	64.0	Stimulus/S  1	1	281916	Male	1
281.917	64.0	Stimulus/S  8	8	281917	Male	1
281.918	64.0	Stimulus/S  4	4	281918	Male	1
281.919	64.0	Stimulus/S  4	4	281919	Male	1
281.92	64.0	Stimulus/S  4	4	281920	Male	1
281.921	64.0	Stimulus/S  4	4	281921	Male	1
281.922	64.0	Stimulus/S  4	4	281922	Male	1
281.923	64.0	Stimulus/S  8	8	281923	Male	1
345.898	64.0	Stimulus/S  2	2	345898	Male	1
365.823	64.0	Stimulus/S  1	1	365823	Male	2
365.824	64.0	Stimulus/S  8	8	365824	Male	2
365.825	64.0	Stimulus/S  4	4	365825	Male	2
365.826	64.0	Stimulus/S  4	4	365826	Male	2
365.827	64.0	Stimulus/S  4	4	365827	Male	2
365.828	64.0	Stimulus/S  4	4	365828	Male	2
365.829	64.0	Stimulus/S  8	8	365829	Male	2
365.83	64.0	Stimulus/S  4	4	365830	Male	2
429.804	64.0	Stimulus/S  2	2	429804	Male	2
452.243	64.0	Stimulus/S  1	1	452243	Male	3
452.244	64.0	Stimulus/S  8	8	452244	Male	3
452.245	64.0	Stimulus/S  4	4	452245	Male	3
452.246	64.0	Stimulus/S  4	4	452246	Male	3
452.247	64.0	Stimulus/S  4	4	452247	Male	3
452.248	64.0	Stimulus/S  4	4	452248	Male	3
452.249	64.0	Stimulus/S  8	8	452249	Male	3
452.25	64.0	Stimulus/S  8	8	452250	Male	3
516.224	64.0	Stimulus/S  2	2	516224	Male	3
530.197	64.0	Stimulus/S  1	1	530197	Female	2
530.198	64.0	Stimulus/S  4	4	530198	Female	2
530.199	64.0	Stimulus/S  4	4	530199	Female	2
530.2	64.0	Stimulus/S  4	4	530200	Female	2
530.201	64.0	Stimulus/S  4	4	530201	Female	2
530.202	64.0	Stimulus/S  4	4	530202	Female	2
530.203	64.0	Stimulus/S  8	8	530203	Female	2
530.204	64.0	Stimulus/S  4	4	530204	Female	2
594.178	64.0	Stimulus/S  2	2	594178	Female	2
