onset	duration	trial_type	value	sample	chapter_ind	att_story	att_side	EEG_trigger
13.388	64	Stimulus/S  4	4	6694	0	0	0	1
13.42	64	Stimulus/S  4	4	6710	0	0	0	1
13.45	64	Stimulus/S  4	4	6725	0	0	0	1
13.482	64	Stimulus/S  4	4	6741	0	0	0	1
13.512	64	Stimulus/S  4	4	6756	0	0	0	1
13.544	64	Stimulus/S  4	4	6772	0	0	0	1
13.574	64	Stimulus/S  4	4	6787	0	0	0	1
13.606	64	Stimulus/S  4	4	6803	0	0	0	1
13.662	64	Stimulus/S  1	1	6831	0	0	0	1
96.952	64	Stimulus/S  4	4	48476	1	0	1	1
96.984	64	Stimulus/S  4	4	48492	1	0	1	1
97.014	64	Stimulus/S  4	4	48507	1	0	1	1
97.046	64	Stimulus/S  4	4	48523	1	0	1	1
97.076	64	Stimulus/S  4	4	48538	1	0	1	1
97.108	64	Stimulus/S  8	8	48554	1	0	1	1
97.138	64	Stimulus/S  4	4	48569	1	0	1	1
97.17	64	Stimulus/S  8	8	48585	1	0	1	1
97.212	64	Stimulus/S  1	1	48606	1	0	1	1
183.574	64	Stimulus/S  4	4	91787	0	1	1	1
183.604	64	Stimulus/S  4	4	91802	0	1	1	1
183.636	64	Stimulus/S  4	4	91818	0	1	1	1
183.666	64	Stimulus/S  4	4	91833	0	1	1	1
183.698	64	Stimulus/S  4	4	91849	0	1	1	1
183.728	64	Stimulus/S  4	4	91864	0	1	1	1
183.76	64	Stimulus/S  8	8	91880	0	1	1	1
183.79	64	Stimulus/S  8	8	91895	0	1	1	1
183.846	64	Stimulus/S  1	1	91923	0	1	1	1
272.826	64	Stimulus/S  4	4	136413	1	1	0	1
272.858	64	Stimulus/S  4	4	136429	1	1	0	1
272.888	64	Stimulus/S  4	4	136444	1	1	0	1
272.92	64	Stimulus/S  4	4	136460	1	1	0	1
272.95	64	Stimulus/S  4	4	136475	1	1	0	1
272.982	64	Stimulus/S  8	8	136491	1	1	0	1
273.012	64	Stimulus/S  8	8	136506	1	1	0	1
273.044	64	Stimulus/S  4	4	136522	1	1	0	1
273.096	64	Stimulus/S  1	1	136548	1	1	0	1
374.8	64	Stimulus/S  4	4	187400	2	1	0	1
374.832	64	Stimulus/S  4	4	187416	2	1	0	1
374.862	64	Stimulus/S  4	4	187431	2	1	0	1
374.894	64	Stimulus/S  4	4	187447	2	1	0	1
374.924	64	Stimulus/S  8	8	187462	2	1	0	1
374.956	64	Stimulus/S  4	4	187478	2	1	0	1
374.986	64	Stimulus/S  8	8	187493	2	1	0	1
375.018	64	Stimulus/S  4	4	187509	2	1	0	1
375.062	64	Stimulus/S  1	1	187531	2	1	0	1
470.886	64	Stimulus/S  4	4	235443	3	1	1	1
470.918	64	Stimulus/S  4	4	235459	3	1	1	1
470.948	64	Stimulus/S  4	4	235474	3	1	1	1
470.98	64	Stimulus/S  4	4	235490	3	1	1	1
471.01	64	Stimulus/S  8	8	235505	3	1	1	1
471.042	64	Stimulus/S  8	8	235521	3	1	1	1
471.072	64	Stimulus/S  8	8	235536	3	1	1	1
471.104	64	Stimulus/S  8	8	235552	3	1	1	1
471.162	64	Stimulus/S  1	1	235581	3	1	1	1
558.292	64	Stimulus/S  4	4	279146	2	0	1	1
558.322	64	Stimulus/S  4	4	279161	2	0	1	1
558.354	64	Stimulus/S  4	4	279177	2	0	1	1
558.384	64	Stimulus/S  4	4	279192	2	0	1	1
558.416	64	Stimulus/S  8	8	279208	2	0	1	1
558.446	64	Stimulus/S  4	4	279223	2	0	1	1
558.478	64	Stimulus/S  4	4	279239	2	0	1	1
558.508	64	Stimulus/S  8	8	279254	2	0	1	1
558.562	64	Stimulus/S  1	1	279281	2	0	1	1
644.09	64	Stimulus/S  4	4	322045	3	0	0	1
644.122	64	Stimulus/S  4	4	322061	3	0	0	1
644.152	64	Stimulus/S  4	4	322076	3	0	0	1
644.184	64	Stimulus/S  4	4	322092	3	0	0	1
644.214	64	Stimulus/S  8	8	322107	3	0	0	1
644.246	64	Stimulus/S  8	8	322123	3	0	0	1
644.276	64	Stimulus/S  4	4	322138	3	0	0	1
644.308	64	Stimulus/S  4	4	322154	3	0	0	1
644.362	64	Stimulus/S  1	1	322181	3	0	0	1
745.39	64	Stimulus/S  4	4	372695	4	0	0	1
745.42	64	Stimulus/S  4	4	372710	4	0	0	1
745.452	64	Stimulus/S  4	4	372726	4	0	0	1
745.482	64	Stimulus/S  8	8	372741	4	0	0	1
745.514	64	Stimulus/S  4	4	372757	4	0	0	1
745.544	64	Stimulus/S  4	4	372772	4	0	0	1
745.576	64	Stimulus/S  4	4	372788	4	0	0	1
745.606	64	Stimulus/S  4	4	372803	4	0	0	1
745.66	64	Stimulus/S  1	1	372830	4	0	0	1
834.124	64	Stimulus/S  4	4	417062	5	0	1	1
834.154	64	Stimulus/S  4	4	417077	5	0	1	1
834.186	64	Stimulus/S  4	4	417093	5	0	1	1
834.216	64	Stimulus/S  8	8	417108	5	0	1	1
834.248	64	Stimulus/S  4	4	417124	5	0	1	1
834.278	64	Stimulus/S  8	8	417139	5	0	1	1
834.31	64	Stimulus/S  4	4	417155	5	0	1	1
834.34	64	Stimulus/S  8	8	417170	5	0	1	1
834.394	64	Stimulus/S  1	1	417197	5	0	1	1
929.286	64	Stimulus/S  4	4	464643	4	1	1	1
929.318	64	Stimulus/S  4	4	464659	4	1	1	1
929.348	64	Stimulus/S  4	4	464674	4	1	1	1
929.38	64	Stimulus/S  8	8	464690	4	1	1	1
929.41	64	Stimulus/S  4	4	464705	4	1	1	1
929.442	64	Stimulus/S  4	4	464721	4	1	1	1
929.472	64	Stimulus/S  8	8	464736	4	1	1	1
929.504	64	Stimulus/S  8	8	464752	4	1	1	1
