onset	duration	trial_type	value	sample	trial_order	focus_order	EEG_trigger
10.41604	171.13464583333334	Stimulus/S  1	1	260401	4	1	1
10.43604	171.13464583333334	Stimulus/S  8	8	260901	4	1	1
10.45604	171.13464583333334	Stimulus/S  4	4	261401	4	1	1
10.47604	171.13464583333334	Stimulus/S  4	4	261901	4	1	1
10.49604	171.13464583333334	Stimulus/S  8	8	262401	4	1	1
181.53272	171.13464583333334	Stimulus/S  2	2	4538318	4	1	1
181.98608	171.13464583333334	Stimulus/S  1	1	4549652	4	1	1
182.00608	171.13464583333334	Stimulus/S  8	8	4550152	4	1	1
182.02608	171.13464583333334	Stimulus/S  4	4	4550652	4	1	1
182.04608	171.13464583333334	Stimulus/S  4	4	4551152	4	1	1
182.06608	171.13464583333334	Stimulus/S  8	8	4551652	4	1	1
353.10272	171.13464583333334	Stimulus/S  2	2	8827568	4	1	1
353.55408	171.13464583333334	Stimulus/S  1	1	8838852	4	1	1
353.57408	171.13464583333334	Stimulus/S  8	8	8839352	4	1	1
353.59408	171.13464583333334	Stimulus/S  4	4	8839852	4	1	1
353.61408	171.13464583333334	Stimulus/S  4	4	8840352	4	1	1
353.63408	171.13464583333334	Stimulus/S  8	8	8840852	4	1	1
524.67076	171.13464583333334	Stimulus/S  2	2	13116769	4	1	1
525.12012	171.13464583333334	Stimulus/S  1	1	13128003	4	1	1
525.14012	171.13464583333334	Stimulus/S  8	8	13128503	4	1	1
525.16012	171.13464583333334	Stimulus/S  4	4	13129003	4	1	1
525.18012	171.13464583333334	Stimulus/S  4	4	13129503	4	1	1
525.20012	171.13464583333334	Stimulus/S  8	8	13130003	4	1	1
696.23676	171.13464583333334	Stimulus/S  2	2	17405919	4	1	1
696.68212	171.13464583333334	Stimulus/S  1	1	17417053	2	1	1
696.70212	171.13464583333334	Stimulus/S  4	4	17417553	2	1	1
696.72212	171.13464583333334	Stimulus/S  8	8	17418053	2	1	1
696.74212	171.13464583333334	Stimulus/S  4	4	17418553	2	1	1
696.76212	171.13464583333334	Stimulus/S  8	8	17419053	2	1	1
867.7988	171.13464583333334	Stimulus/S  2	2	21694970	2	1	1
868.26816	171.13464583333334	Stimulus/S  1	1	21706704	2	1	1
868.28816	171.13464583333334	Stimulus/S  4	4	21707204	2	1	1
868.30816	171.13464583333334	Stimulus/S  8	8	21707704	2	1	1
868.32816	171.13464583333334	Stimulus/S  4	4	21708204	2	1	1
868.34816	171.13464583333334	Stimulus/S  8	8	21708704	2	1	1
1039.3848	171.13464583333334	Stimulus/S  2	2	25984620	2	1	1
1039.88816	171.13464583333334	Stimulus/S  1	1	25997204	2	1	1
1039.90816	171.13464583333334	Stimulus/S  4	4	25997704	2	1	1
1039.92816	171.13464583333334	Stimulus/S  8	8	25998204	2	1	1
1039.94816	171.13464583333334	Stimulus/S  4	4	25998704	2	1	1
1039.96816	171.13464583333334	Stimulus/S  8	8	25999204	2	1	1
1211.0048	171.13464583333334	Stimulus/S  2	2	30275120	2	1	1
1211.47816	171.13464583333334	Stimulus/S  1	1	30286954	2	1	1
1211.49816	171.13464583333334	Stimulus/S  4	4	30287454	2	1	1
1211.51816	171.13464583333334	Stimulus/S  8	8	30287954	2	1	1
1211.53816	171.13464583333334	Stimulus/S  4	4	30288454	2	1	1
1211.55816	171.13464583333334	Stimulus/S  8	8	30288954	2	1	1
1382.5948	171.13464583333334	Stimulus/S  2	2	34564870	2	1	1
1383.06816	171.13464583333334	Stimulus/S  1	1	34576704	1	1	1
1383.08816	171.13464583333334	Stimulus/S  4	4	34577204	1	1	1
1383.10816	171.13464583333334	Stimulus/S  4	4	34577704	1	1	1
1383.12816	171.13464583333334	Stimulus/S  8	8	34578204	1	1	1
1383.14816	171.13464583333334	Stimulus/S  8	8	34578704	1	1	1
1554.1848	171.13464583333334	Stimulus/S  2	2	38854620	1	1	1
1637.0186	171.13464583333334	Stimulus/S  1	1	40925465	1	1	1
1637.0386	171.13464583333334	Stimulus/S  4	4	40925965	1	1	1
1637.0586	171.13464583333334	Stimulus/S  4	4	40926465	1	1	1
1637.0786	171.13464583333334	Stimulus/S  8	8	40926965	1	1	1
1637.0986	171.13464583333334	Stimulus/S  8	8	40927465	1	1	1
1808.13524	171.13464583333334	Stimulus/S  2	2	45203381	1	1	1
1808.6166	171.13464583333334	Stimulus/S  1	1	45215415	1	1	1
1808.6366	171.13464583333334	Stimulus/S  4	4	45215915	1	1	1
1808.6566	171.13464583333334	Stimulus/S  4	4	45216415	1	1	1
1808.6766	171.13464583333334	Stimulus/S  8	8	45216915	1	1	1
1808.6966	171.13464583333334	Stimulus/S  8	8	45217415	1	1	1
1979.7332	171.13464583333334	Stimulus/S  2	2	49493330	1	1	1
1980.21456	171.13464583333334	Stimulus/S  1	1	49505364	1	1	1
1980.23456	171.13464583333334	Stimulus/S  4	4	49505864	1	1	1
1980.25456	171.13464583333334	Stimulus/S  4	4	49506364	1	1	1
1980.27456	171.13464583333334	Stimulus/S  8	8	49506864	1	1	1
1980.29456	171.13464583333334	Stimulus/S  8	8	49507364	1	1	1
2151.3312	171.13464583333334	Stimulus/S  2	2	53783280	1	1	1
2151.84656	171.13464583333334	Stimulus/S  1	1	53796164	3	1	1
2151.86656	171.13464583333334	Stimulus/S  4	4	53796664	3	1	1
2151.88656	171.13464583333334	Stimulus/S  8	8	53797164	3	1	1
2151.90656	171.13464583333334	Stimulus/S  8	8	53797664	3	1	1
2151.92656	171.13464583333334	Stimulus/S  8	8	53798164	3	1	1
2322.96316	171.13464583333334	Stimulus/S  2	2	58074079	3	1	1
2323.43852	171.13464583333334	Stimulus/S  1	1	58085963	3	1	1
2323.45852	171.13464583333334	Stimulus/S  4	4	58086463	3	1	1
2323.47852	171.13464583333334	Stimulus/S  8	8	58086963	3	1	1
2323.49852	171.13464583333334	Stimulus/S  8	8	58087463	3	1	1
2323.51852	171.13464583333334	Stimulus/S  8	8	58087963	3	1	1
2494.55516	171.13464583333334	Stimulus/S  2	2	62363879	3	1	1
2495.00852	171.13464583333334	Stimulus/S  1	1	62375213	3	1	1
2495.02852	171.13464583333334	Stimulus/S  4	4	62375713	3	1	1
2495.04852	171.13464583333334	Stimulus/S  8	8	62376213	3	1	1
2495.06852	171.13464583333334	Stimulus/S  8	8	62376713	3	1	1
