onset	duration	trial_type	value	sample	attend	chapter
77.4258	64.0	Stimulus/S  1	1	774258	Female	0
77.4259	64.0	Stimulus/S  4	4	774259	Female	0
77.426	64.0	Stimulus/S  4	4	774260	Female	0
77.4261	64.0	Stimulus/S  4	4	774261	Female	0
77.4262	64.0	Stimulus/S  4	4	774262	Female	0
77.4263	64.0	Stimulus/S  4	4	774263	Female	0
77.4264	64.0	Stimulus/S  4	4	774264	Female	0
77.4265	64.0	Stimulus/S  4	4	774265	Female	0
141.4074	64.0	Stimulus/S  2	2	1414074	Female	0
154.0998	64.0	Stimulus/S  1	1	1540998	Female	1
154.0999	64.0	Stimulus/S  4	4	1540999	Female	1
154.1	64.0	Stimulus/S  4	4	1541000	Female	1
154.1001	64.0	Stimulus/S  4	4	1541001	Female	1
154.1002	64.0	Stimulus/S  4	4	1541002	Female	1
154.1003	64.0	Stimulus/S  4	4	1541003	Female	1
154.1004	64.0	Stimulus/S  4	4	1541004	Female	1
154.1005	64.0	Stimulus/S  8	8	1541005	Female	1
218.0814	64.0	Stimulus/S  2	2	2180814	Female	1
234.5698	64.0	Stimulus/S  1	1	2345698	Male	0
234.5699	64.0	Stimulus/S  8	8	2345699	Male	0
234.57	64.0	Stimulus/S  4	4	2345700	Male	0
234.5701	64.0	Stimulus/S  4	4	2345701	Male	0
234.5702	64.0	Stimulus/S  4	4	2345702	Male	0
234.5703	64.0	Stimulus/S  4	4	2345703	Male	0
234.5704	64.0	Stimulus/S  4	4	2345704	Male	0
234.5705	64.0	Stimulus/S  4	4	2345705	Male	0
298.5514	64.0	Stimulus/S  2	2	2985514	Male	0
311.6857	64.0	Stimulus/S  1	1	3116857	Male	1
311.6858	64.0	Stimulus/S  8	8	3116858	Male	1
311.6859	64.0	Stimulus/S  4	4	3116859	Male	1
311.686	64.0	Stimulus/S  4	4	3116860	Male	1
311.6861	64.0	Stimulus/S  4	4	3116861	Male	1
311.6862	64.0	Stimulus/S  4	4	3116862	Male	1
311.6863	64.0	Stimulus/S  4	4	3116863	Male	1
311.6864	64.0	Stimulus/S  8	8	3116864	Male	1
375.6673	64.0	Stimulus/S  2	2	3756673	Male	1
390.7717	64.0	Stimulus/S  1	1	3907717	Male	2
390.7718	64.0	Stimulus/S  8	8	3907718	Male	2
390.7719	64.0	Stimulus/S  4	4	3907719	Male	2
390.772	64.0	Stimulus/S  4	4	3907720	Male	2
390.7721	64.0	Stimulus/S  4	4	3907721	Male	2
390.7722	64.0	Stimulus/S  4	4	3907722	Male	2
390.7723	64.0	Stimulus/S  8	8	3907723	Male	2
390.7724	64.0	Stimulus/S  4	4	3907724	Male	2
454.7533	64.0	Stimulus/S  2	2	4547533	Male	2
477.2078	64.0	Stimulus/S  1	1	4772078	Male	3
477.2079	64.0	Stimulus/S  8	8	4772079	Male	3
477.208	64.0	Stimulus/S  4	4	4772080	Male	3
477.2081	64.0	Stimulus/S  4	4	4772081	Male	3
477.2082	64.0	Stimulus/S  4	4	4772082	Male	3
477.2083	64.0	Stimulus/S  4	4	4772083	Male	3
477.2084	64.0	Stimulus/S  8	8	4772084	Male	3
477.2085	64.0	Stimulus/S  8	8	4772085	Male	3
541.1894	64.0	Stimulus/S  2	2	5411894	Male	3
557.9099	64.0	Stimulus/S  1	1	5579099	Female	2
557.91	64.0	Stimulus/S  4	4	5579100	Female	2
557.9101	64.0	Stimulus/S  4	4	5579101	Female	2
557.9102	64.0	Stimulus/S  4	4	5579102	Female	2
557.9103	64.0	Stimulus/S  4	4	5579103	Female	2
557.9104	64.0	Stimulus/S  4	4	5579104	Female	2
557.9105	64.0	Stimulus/S  8	8	5579105	Female	2
557.9106	64.0	Stimulus/S  4	4	5579106	Female	2
621.8915	64.0	Stimulus/S  2	2	6218915	Female	2
636.9298	64.0	Stimulus/S  1	1	6369298	Female	3
636.9299	64.0	Stimulus/S  4	4	6369299	Female	3
636.93	64.0	Stimulus/S  4	4	6369300	Female	3
636.9301	64.0	Stimulus/S  4	4	6369301	Female	3
636.9302	64.0	Stimulus/S  4	4	6369302	Female	3
636.9303	64.0	Stimulus/S  4	4	6369303	Female	3
636.9304	64.0	Stimulus/S  8	8	6369304	Female	3
636.9305	64.0	Stimulus/S  8	8	6369305	Female	3
700.9115	64.0	Stimulus/S  2	2	7009115	Female	3
715.0698	64.0	Stimulus/S  1	1	7150698	Female	4
715.0699	64.0	Stimulus/S  4	4	7150699	Female	4
