onset	duration	trial_type	value	sample	chapter_ind	att_story	att_side	EEG_trigger
14.224	64	Stimulus/S  4	4	7112	0	0	0	1
14.256	64	Stimulus/S  4	4	7128	0	0	0	1
14.286	64	Stimulus/S  4	4	7143	0	0	0	1
14.318	64	Stimulus/S  4	4	7159	0	0	0	1
14.348	64	Stimulus/S  4	4	7174	0	0	0	1
14.38	64	Stimulus/S  4	4	7190	0	0	0	1
14.41	64	Stimulus/S  4	4	7205	0	0	0	1
14.442	64	Stimulus/S  4	4	7221	0	0	0	1
14.488	64	Stimulus/S  1	1	7244	0	0	0	1
121.46	64	Stimulus/S  4	4	60730	1	0	1	1
121.49	64	Stimulus/S  4	4	60745	1	0	1	1
121.522	64	Stimulus/S  4	4	60761	1	0	1	1
121.552	64	Stimulus/S  4	4	60776	1	0	1	1
121.584	64	Stimulus/S  4	4	60792	1	0	1	1
121.614	64	Stimulus/S  8	8	60807	1	0	1	1
121.646	64	Stimulus/S  4	4	60823	1	0	1	1
121.676	64	Stimulus/S  8	8	60838	1	0	1	1
121.72	64	Stimulus/S  1	1	60860	1	0	1	1
216.85	64	Stimulus/S  4	4	108425	0	1	1	1
216.88	64	Stimulus/S  4	4	108440	0	1	1	1
216.912	64	Stimulus/S  4	4	108456	0	1	1	1
216.942	64	Stimulus/S  4	4	108471	0	1	1	1
216.974	64	Stimulus/S  4	4	108487	0	1	1	1
217.004	64	Stimulus/S  4	4	108502	0	1	1	1
217.036	64	Stimulus/S  8	8	108518	0	1	1	1
217.066	64	Stimulus/S  8	8	108533	0	1	1	1
217.12	64	Stimulus/S  1	1	108560	0	1	1	1
301.48	64	Stimulus/S  4	4	150740	1	1	0	1
301.512	64	Stimulus/S  4	4	150756	1	1	0	1
301.542	64	Stimulus/S  4	4	150771	1	1	0	1
301.574	64	Stimulus/S  4	4	150787	1	1	0	1
301.604	64	Stimulus/S  4	4	150802	1	1	0	1
301.636	64	Stimulus/S  8	8	150818	1	1	0	1
301.666	64	Stimulus/S  8	8	150833	1	1	0	1
301.698	64	Stimulus/S  4	4	150849	1	1	0	1
301.754	64	Stimulus/S  1	1	150877	1	1	0	1
414.546	64	Stimulus/S  4	4	207273	2	1	0	1
414.576	64	Stimulus/S  4	4	207288	2	1	0	1
414.608	64	Stimulus/S  4	4	207304	2	1	0	1
414.638	64	Stimulus/S  4	4	207319	2	1	0	1
414.67	64	Stimulus/S  8	8	207335	2	1	0	1
414.7	64	Stimulus/S  4	4	207350	2	1	0	1
414.732	64	Stimulus/S  8	8	207366	2	1	0	1
414.762	64	Stimulus/S  4	4	207381	2	1	0	1
414.82	64	Stimulus/S  1	1	207410	2	1	0	1
500.476	64	Stimulus/S  4	4	250238	3	1	1	1
500.506	64	Stimulus/S  4	4	250253	3	1	1	1
500.538	64	Stimulus/S  4	4	250269	3	1	1	1
500.568	64	Stimulus/S  4	4	250284	3	1	1	1
500.6	64	Stimulus/S  8	8	250300	3	1	1	1
500.63	64	Stimulus/S  8	8	250315	3	1	1	1
500.662	64	Stimulus/S  8	8	250331	3	1	1	1
500.692	64	Stimulus/S  8	8	250346	3	1	1	1
500.736	64	Stimulus/S  1	1	250368	3	1	1	1
585.346	64	Stimulus/S  4	4	292673	2	0	1	1
585.378	64	Stimulus/S  4	4	292689	2	0	1	1
585.408	64	Stimulus/S  4	4	292704	2	0	1	1
585.44	64	Stimulus/S  4	4	292720	2	0	1	1
585.47	64	Stimulus/S  8	8	292735	2	0	1	1
585.502	64	Stimulus/S  4	4	292751	2	0	1	1
585.532	64	Stimulus/S  4	4	292766	2	0	1	1
585.564	64	Stimulus/S  8	8	292782	2	0	1	1
585.62	64	Stimulus/S  1	1	292810	2	0	1	1
681.63	64	Stimulus/S  4	4	340815	3	0	0	1
681.662	64	Stimulus/S  4	4	340831	3	0	0	1
681.692	64	Stimulus/S  4	4	340846	3	0	0	1
681.724	64	Stimulus/S  4	4	340862	3	0	0	1
681.754	64	Stimulus/S  8	8	340877	3	0	0	1
681.786	64	Stimulus/S  8	8	340893	3	0	0	1
681.816	64	Stimulus/S  4	4	340908	3	0	0	1
681.848	64	Stimulus/S  4	4	340924	3	0	0	1
681.902	64	Stimulus/S  1	1	340951	3	0	0	1
787.708	64	Stimulus/S  4	4	393854	4	0	0	1
787.738	64	Stimulus/S  4	4	393869	4	0	0	1
787.77	64	Stimulus/S  4	4	393885	4	0	0	1
