onset	duration	trial_type	value	sample	chapter_ind	att_story	att_side	EEG_trigger
17.6955	64	Stimulus/S  4	4	176955	0	0	0	1
17.7265	64	Stimulus/S  4	4	177265	0	0	0	1
17.7575	64	Stimulus/S  4	4	177575	0	0	0	1
17.7885	64	Stimulus/S  4	4	177885	0	0	0	1
17.8195	64	Stimulus/S  4	4	178195	0	0	0	1
17.8505	64	Stimulus/S  4	4	178505	0	0	0	1
17.8815	64	Stimulus/S  4	4	178815	0	0	0	1
17.9125	64	Stimulus/S  4	4	179125	0	0	0	1
17.9631	64	Stimulus/S  1	1	179631	0	0	0	1
112.3558	64	Stimulus/S  4	4	1123558	1	0	1	1
112.3869	64	Stimulus/S  4	4	1123869	1	0	1	1
112.4179	64	Stimulus/S  4	4	1124179	1	0	1	1
112.4489	64	Stimulus/S  4	4	1124489	1	0	1	1
112.4799	64	Stimulus/S  4	4	1124799	1	0	1	1
112.5108	64	Stimulus/S  8	8	1125108	1	0	1	1
112.5418	64	Stimulus/S  4	4	1125418	1	0	1	1
112.5728	64	Stimulus/S  8	8	1125728	1	0	1	1
112.6299	64	Stimulus/S  1	1	1126299	1	0	1	1
207.774	64	Stimulus/S  4	4	2077740	0	1	1	1
207.805	64	Stimulus/S  4	4	2078050	0	1	1	1
207.836	64	Stimulus/S  4	4	2078360	0	1	1	1
207.867	64	Stimulus/S  4	4	2078670	0	1	1	1
207.898	64	Stimulus/S  4	4	2078980	0	1	1	1
207.929	64	Stimulus/S  4	4	2079290	0	1	1	1
207.96	64	Stimulus/S  8	8	2079600	0	1	1	1
207.991	64	Stimulus/S  8	8	2079910	0	1	1	1
208.0464	64	Stimulus/S  1	1	2080464	0	1	1	1
290.1117	64	Stimulus/S  4	4	2901117	1	1	0	1
290.1427	64	Stimulus/S  4	4	2901427	1	1	0	1
290.1737	64	Stimulus/S  4	4	2901737	1	1	0	1
290.2047	64	Stimulus/S  4	4	2902047	1	1	0	1
290.2357	64	Stimulus/S  4	4	2902357	1	1	0	1
290.2667	64	Stimulus/S  8	8	2902667	1	1	0	1
290.2977	64	Stimulus/S  8	8	2902977	1	1	0	1
290.3287	64	Stimulus/S  4	4	2903287	1	1	0	1
