onset	duration	trial_type	value	sample	attend	chapter
38.13	64.0	Stimulus/S  1	1	38130	Female	0
38.131	64.0	Stimulus/S  4	4	38131	Female	0
38.132	64.0	Stimulus/S  4	4	38132	Female	0
38.133	64.0	Stimulus/S  4	4	38133	Female	0
38.134	64.0	Stimulus/S  4	4	38134	Female	0
38.135	64.0	Stimulus/S  4	4	38135	Female	0
38.136	64.0	Stimulus/S  4	4	38136	Female	0
38.137	64.0	Stimulus/S  4	4	38137	Female	0
102.11	64.0	Stimulus/S  2	2	102110	Female	0
118.311	64.0	Stimulus/S  1	1	118311	Female	1
118.312	64.0	Stimulus/S  4	4	118312	Female	1
118.313	64.0	Stimulus/S  4	4	118313	Female	1
118.314	64.0	Stimulus/S  4	4	118314	Female	1
118.315	64.0	Stimulus/S  4	4	118315	Female	1
118.316	64.0	Stimulus/S  4	4	118316	Female	1
118.317	64.0	Stimulus/S  4	4	118317	Female	1
118.318	64.0	Stimulus/S  8	8	118318	Female	1
182.291	64.0	Stimulus/S  2	2	182291	Female	1
202.754	64.0	Stimulus/S  1	1	202754	Male	0
202.755	64.0	Stimulus/S  8	8	202755	Male	0
202.756	64.0	Stimulus/S  4	4	202756	Male	0
202.757	64.0	Stimulus/S  4	4	202757	Male	0
202.758	64.0	Stimulus/S  4	4	202758	Male	0
202.759	64.0	Stimulus/S  4	4	202759	Male	0
202.76	64.0	Stimulus/S  4	4	202760	Male	0
202.761	64.0	Stimulus/S  4	4	202761	Male	0
266.734	64.0	Stimulus/S  2	2	266734	Male	0
283.564	64.0	Stimulus/S  1	1	283564	Male	1
283.565	64.0	Stimulus/S  8	8	283565	Male	1
283.566	64.0	Stimulus/S  4	4	283566	Male	1
283.567	64.0	Stimulus/S  4	4	283567	Male	1
283.568	64.0	Stimulus/S  4	4	283568	Male	1
283.569	64.0	Stimulus/S  4	4	283569	Male	1
283.57	64.0	Stimulus/S  4	4	283570	Male	1
283.571	64.0	Stimulus/S  8	8	283571	Male	1
347.545	64.0	Stimulus/S  2	2	347545	Male	1
372.95	64.0	Stimulus/S  1	1	372950	Male	2
