onset	duration	trial_type	value	sample	trial_order	focus_order	EEG_trigger
10.79952	171.13464583333334	Stimulus/S  1	1	269988	4	0	1
10.81952	171.13464583333334	Stimulus/S  8	8	270488	4	0	1
10.83952	171.13464583333334	Stimulus/S  4	4	270988	4	0	1
10.85952	171.13464583333334	Stimulus/S  4	4	271488	4	0	1
10.87952	171.13464583333334	Stimulus/S  4	4	271988	4	0	1
181.9162	171.13464583333334	Stimulus/S  2	2	4547905	4	0	1
182.36356	171.13464583333334	Stimulus/S  1	1	4559089	4	0	1
182.38356	171.13464583333334	Stimulus/S  8	8	4559589	4	0	1
182.40356	171.13464583333334	Stimulus/S  4	4	4560089	4	0	1
182.42356	171.13464583333334	Stimulus/S  4	4	4560589	4	0	1
182.44356	171.13464583333334	Stimulus/S  4	4	4561089	4	0	1
353.48024	171.13464583333334	Stimulus/S  2	2	8837006	4	0	1
353.9236	171.13464583333334	Stimulus/S  1	1	8848090	4	0	1
353.9436	171.13464583333334	Stimulus/S  8	8	8848590	4	0	1
353.9636	171.13464583333334	Stimulus/S  4	4	8849090	4	0	1
353.9836	171.13464583333334	Stimulus/S  4	4	8849590	4	0	1
354.0036	171.13464583333334	Stimulus/S  4	4	8850090	4	0	1
525.04028	171.13464583333334	Stimulus/S  2	2	13126007	4	0	1
525.48964	171.13464583333334	Stimulus/S  1	1	13137241	4	0	1
525.50964	171.13464583333334	Stimulus/S  8	8	13137741	4	0	1
525.52964	171.13464583333334	Stimulus/S  4	4	13138241	4	0	1
525.54964	171.13464583333334	Stimulus/S  4	4	13138741	4	0	1
525.56964	171.13464583333334	Stimulus/S  4	4	13139241	4	0	1
696.60632	171.13464583333334	Stimulus/S  2	2	17415158	4	0	1
697.04768	171.13464583333334	Stimulus/S  1	1	17426192	1	0	1
697.06768	171.13464583333334	Stimulus/S  4	4	17426692	1	0	1
697.08768	171.13464583333334	Stimulus/S  4	4	17427192	1	0	1
697.10768	171.13464583333334	Stimulus/S  8	8	17427692	1	0	1
697.12768	171.13464583333334	Stimulus/S  4	4	17428192	1	0	1
868.16432	171.13464583333334	Stimulus/S  2	2	21704108	1	0	1
868.60968	171.13464583333334	Stimulus/S  1	1	21715242	1	0	1
868.62968	171.13464583333334	Stimulus/S  4	4	21715742	1	0	1
868.64968	171.13464583333334	Stimulus/S  4	4	21716242	1	0	1
868.66968	171.13464583333334	Stimulus/S  8	8	21716742	1	0	1
868.68968	171.13464583333334	Stimulus/S  4	4	21717242	1	0	1
1039.72632	171.13464583333334	Stimulus/S  2	2	25993158	1	0	1
1040.15568	171.13464583333334	Stimulus/S  1	1	26003892	1	0	1
1040.17568	171.13464583333334	Stimulus/S  4	4	26004392	1	0	1
1040.19568	171.13464583333334	Stimulus/S  4	4	26004892	1	0	1
1040.21568	171.13464583333334	Stimulus/S  8	8	26005392	1	0	1
1040.23568	171.13464583333334	Stimulus/S  4	4	26005892	1	0	1
1211.27236	171.13464583333334	Stimulus/S  2	2	30281809	1	0	1
1211.71172	171.13464583333334	Stimulus/S  1	1	30292793	1	0	1
1211.73172	171.13464583333334	Stimulus/S  4	4	30293293	1	0	1
1211.75172	171.13464583333334	Stimulus/S  4	4	30293793	1	0	1
1211.77172	171.13464583333334	Stimulus/S  8	8	30294293	1	0	1
