onset	duration	trial_type	value	sample	attend	chapter
46.115	64.0	Stimulus/S  1	1	46115	Female	0
46.116	64.0	Stimulus/S  4	4	46116	Female	0
46.117	64.0	Stimulus/S  4	4	46117	Female	0
46.118	64.0	Stimulus/S  4	4	46118	Female	0
46.119	64.0	Stimulus/S  4	4	46119	Female	0
46.12	64.0	Stimulus/S  4	4	46120	Female	0
46.121	64.0	Stimulus/S  4	4	46121	Female	0
46.122	64.0	Stimulus/S  4	4	46122	Female	0
110.097	64.0	Stimulus/S  2	2	110097	Female	0
130.454	64.0	Stimulus/S  1	1	130454	Female	1
130.455	64.0	Stimulus/S  4	4	130455	Female	1
130.456	64.0	Stimulus/S  4	4	130456	Female	1
130.457	64.0	Stimulus/S  4	4	130457	Female	1
130.458	64.0	Stimulus/S  4	4	130458	Female	1
130.459	64.0	Stimulus/S  4	4	130459	Female	1
130.46	64.0	Stimulus/S  4	4	130460	Female	1
130.461	64.0	Stimulus/S  8	8	130461	Female	1
194.435	64.0	Stimulus/S  2	2	194435	Female	1
215.964	64.0	Stimulus/S  1	1	215964	Male	0
215.965	64.0	Stimulus/S  8	8	215965	Male	0
215.966	64.0	Stimulus/S  4	4	215966	Male	0
215.967	64.0	Stimulus/S  4	4	215967	Male	0
215.968	64.0	Stimulus/S  4	4	215968	Male	0
215.969	64.0	Stimulus/S  4	4	215969	Male	0
215.97	64.0	Stimulus/S  4	4	215970	Male	0
215.971	64.0	Stimulus/S  4	4	215971	Male	0
279.945	64.0	Stimulus/S  2	2	279945	Male	0
291.982	64.0	Stimulus/S  1	1	291982	Male	1
291.983	64.0	Stimulus/S  8	8	291983	Male	1
291.984	64.0	Stimulus/S  4	4	291984	Male	1
291.985	64.0	Stimulus/S  4	4	291985	Male	1
291.986	64.0	Stimulus/S  4	4	291986	Male	1
291.987	64.0	Stimulus/S  4	4	291987	Male	1
291.988	64.0	Stimulus/S  4	4	291988	Male	1
291.989	64.0	Stimulus/S  8	8	291989	Male	1
355.963	64.0	Stimulus/S  2	2	355963	Male	1
368.144	64.0	Stimulus/S  1	1	368144	Male	2
368.145	64.0	Stimulus/S  8	8	368145	Male	2
368.146	64.0	Stimulus/S  4	4	368146	Male	2
368.147	64.0	Stimulus/S  4	4	368147	Male	2
368.148	64.0	Stimulus/S  4	4	368148	Male	2
368.149	64.0	Stimulus/S  4	4	368149	Male	2
368.15	64.0	Stimulus/S  8	8	368150	Male	2
368.151	64.0	Stimulus/S  4	4	368151	Male	2
432.125	64.0	Stimulus/S  2	2	432125	Male	2
446.903	64.0	Stimulus/S  1	1	446903	Male	3
446.904	64.0	Stimulus/S  8	8	446904	Male	3
446.905	64.0	Stimulus/S  4	4	446905	Male	3
446.906	64.0	Stimulus/S  4	4	446906	Male	3
446.907	64.0	Stimulus/S  4	4	446907	Male	3
446.908	64.0	Stimulus/S  4	4	446908	Male	3
446.909	64.0	Stimulus/S  8	8	446909	Male	3
446.91	64.0	Stimulus/S  8	8	446910	Male	3
510.885	64.0	Stimulus/S  2	2	510885	Male	3
526.615	64.0	Stimulus/S  1	1	526615	Female	2
526.616	64.0	Stimulus/S  4	4	526616	Female	2
526.617	64.0	Stimulus/S  4	4	526617	Female	2
526.618	64.0	Stimulus/S  4	4	526618	Female	2
