onset	duration	trial_type	value	sample	trial_order	focus_order	EEG_trigger
10.12788	171.13464583333334	Stimulus/S  1	1	253197	2	1	1
10.14788	171.13464583333334	Stimulus/S  4	4	253697	2	1	1
10.16788	171.13464583333334	Stimulus/S  8	8	254197	2	1	1
10.18788	171.13464583333334	Stimulus/S  4	4	254697	2	1	1
10.20788	171.13464583333334	Stimulus/S  8	8	255197	2	1	1
181.24456	171.13464583333334	Stimulus/S  2	2	4531114	2	1	1
181.74192	171.13464583333334	Stimulus/S  1	1	4543548	2	1	1
181.76192	171.13464583333334	Stimulus/S  4	4	4544048	2	1	1
181.78196	171.13464583333334	Stimulus/S  8	8	4544549	2	1	1
181.80196	171.13464583333334	Stimulus/S  4	4	4545049	2	1	1
181.82196	171.13464583333334	Stimulus/S  8	8	4545549	2	1	1
352.85864	171.13464583333334	Stimulus/S  2	2	8821466	2	1	1
353.35	171.13464583333334	Stimulus/S  1	1	8833750	2	1	1
353.37	171.13464583333334	Stimulus/S  4	4	8834250	2	1	1
353.39	171.13464583333334	Stimulus/S  8	8	8834750	2	1	1
353.41	171.13464583333334	Stimulus/S  4	4	8835250	2	1	1
353.43	171.13464583333334	Stimulus/S  8	8	8835750	2	1	1
524.46668	171.13464583333334	Stimulus/S  2	2	13111667	2	1	1
524.97804	171.13464583333334	Stimulus/S  1	1	13124451	2	1	1
524.99804	171.13464583333334	Stimulus/S  4	4	13124951	2	1	1
525.01804	171.13464583333334	Stimulus/S  8	8	13125451	2	1	1
525.03804	171.13464583333334	Stimulus/S  4	4	13125951	2	1	1
525.05804	171.13464583333334	Stimulus/S  8	8	13126451	2	1	1
696.09472	171.13464583333334	Stimulus/S  2	2	17402368	2	1	1
696.59208	171.13464583333334	Stimulus/S  1	1	17414802	4	1	1
696.61208	171.13464583333334	Stimulus/S  8	8	17415302	4	1	1
696.63208	171.13464583333334	Stimulus/S  4	4	17415802	4	1	1
696.65208	171.13464583333334	Stimulus/S  4	4	17416302	4	1	1
696.67208	171.13464583333334	Stimulus/S  8	8	17416802	4	1	1
867.7088	171.13464583333334	Stimulus/S  2	2	21692720	4	1	1
868.20216	171.13464583333334	Stimulus/S  1	1	21705054	4	1	1
868.22216	171.13464583333334	Stimulus/S  8	8	21705554	4	1	1
868.24216	171.13464583333334	Stimulus/S  4	4	21706054	4	1	1
868.26216	171.13464583333334	Stimulus/S  4	4	21706554	4	1	1
868.28216	171.13464583333334	Stimulus/S  8	8	21707054	4	1	1
1039.31884	171.13464583333334	Stimulus/S  2	2	25982971	4	1	1
1039.8322	171.13464583333334	Stimulus/S  1	1	25995805	4	1	1
1039.8522	171.13464583333334	Stimulus/S  8	8	25996305	4	1	1
1039.8722	171.13464583333334	Stimulus/S  4	4	25996805	4	1	1
1039.8922	171.13464583333334	Stimulus/S  4	4	25997305	4	1	1
1039.9122	171.13464583333334	Stimulus/S  8	8	25997805	4	1	1
1210.94888	171.13464583333334	Stimulus/S  2	2	30273722	4	1	1
